ad_id,date,spend,revenue,impressions,clicks,purchases,headline,body,media_type,aspect_ratio,category,labels
ad_00039,2023-01,132.18,307.81,10520,71,1,premium armwarmers built 21 to pedal,pedal further in our new armwarmers.,video,1:1,accessories,vid_armwarmers:Video|armwarmers:Noun|gravel ready:Phrase
ad_00040,2023-01,276.32,333.2,21114,142,2,new vest collection,"Built for the long haul. Our premium vest combines technical fabrics with a refined fit so you can descend harder and go further, no matter what the forecast brings this season.",video,1:1,gravel,vid_vest:Video|vest:Noun|descend:Verb
ad_00041,2023-01,211.06,897.56,31037,248,5,jersey for every layer,Our jersey lets you layer better.,image,1:1,adventure,img_jersey:Image|jersey:Noun|layer:Verb|adventure awaits:Phrase
ad_00042,2023-01,165.28,608.29,12940,98,2,the socks you need to layer,layer further in 8 our new socks.,image,1:1,casual,img_socks:Image
ad_00043,2023-01,98.84,305.31,25003,200,3,bibs for every climb,Built to climb. Premium bibs.,image,9:16,gravel,img_bibs:Image
ad_00044,2023-01,121.5,340.35,5029,31,0,new kit collection,"Built for the long haul. Our premium kit combines technical fabrics with a refined fit so you can ride harder and go further, no matter what the forecast brings this season.",image,4:5,road,img_kit:Image|kit:Noun|all day comfort:Phrase
ad_00045,2023-01,236.99,865.5,34134,238,4,new jersey collection,Ride ready. Try our jersey today. 💪,image,1:1,adult,img_jersey:Image|push:Verb|gear up for summer:Phrase
ad_00046,2023-01,51.82,175.99,24361,170,3,premium tights built to cruise,cruise further in our new tights.,image,4:5,urban,img_tights:Image|cruise:Verb
ad_00047,2023-01,41.03,346.01,4575,48,1,premium 10 wardrobe built to explore,Ride ready. 16 Try our wardrobe today.,image,1:1,gravel,img_wardrobe:Image|wardrobe:Noun
ad_00048,2023-01,253.24,1670.83,19769,212,4,premium bibs 10 built to gear,Our bibs lets you gear better.,image,4:5,casual,img_bibs:Image|bibs:Noun|gear:Verb
ad_00049,2023-01,121.3,290.29,6047,56,1,the tights you need to gear,"Engineered for performance on every terrain. Our tights is designed to help you gear with total confidence, whether you are on a mountain pass or a city commute through changing weather.",image,1:1,adventure,img_tights:Image|tights:Noun
ad_00050,2023-01,221.28,693.74,12028,66,1,new 16 wardrobe collection,Our wardrobe lets you explore better.,video,4:5,road,vid_wardrobe:Video|explore:Verb
ad_00051,2023-01,430.23,853.25,22924,108,1,the cap you need to train,Our cap lets you train better.,video,4:5,sale,vid_cap:Video|cap:Noun|train:Verb|all day comfort:Phrase
ad_00052,2023-01,90.97,310.39,15253,110,1,new baselayer collection,Our baselayer lets you 17 gear better. ⛰️,video,4:5,adult,vid_baselayer:Video|baselayer:Noun|gear:Verb
ad_00053,2023-01,61.35,118.19,30602,128,1,race further in our jersey,Our jersey lets you race better.,image,1:1,mountain,img_jersey:Image
ad_00054,2023-01,141.53,241.61,16855,72,1,the vest 4 you need to gear,Our vest lets you gear better.,video,9:16,sale,vid_vest:Video|vest:Noun
ad_00055,2023-01,110.77,849.71,16023,131,3,baselayer for every ride,27 Our baselayer lets you ride better. 🌧️,image,4:5,road,img_baselayer:Image|baselayer:Noun
ad_00056,2023-01,164.53,504.61,28276,196,3,premium kit built 24 to climb,climb further in our new kit.,video,4:5,road,vid_kit:Video|climb:Verb|adventure awaits:Phrase
ad_00057,2023-01,230.7,587.24,13790,56,1,wardrobe for every conquer,Ride ready. Try our wardrobe today.,image,4:5,mountain,img_wardrobe:Image|wardrobe:Noun|conquer:Verb
ad_00058,2023-01,203.23,369.65,16122,78,1,push further in our shell,Ride ready. 12 Try our shell today.,video,1:1,commute,vid_shell:Video|shell:Noun|push:Verb
ad_00059,2023-01,171.75,674.48,17221,206,5,new shell collection,Built to descend. Premium shell.,image,9:16,adventure,img_shell:Image|shell:Noun|descend:Verb|your spring wardrobe:Phrase
ad_00060,2023-01,315.2,678.35,15784,85,1,the socks you need 16 to train,train further in our new socks. 💪,video,9:16,urban,vid_socks:Video
ad_00061,2023-01,249.82,481.14,29162,206,2,premium armwarmers built 5 to shred,"Lightweight and breathable, this armwarmers keeps you comfortable from the first pedal stroke to the last. Designed for riders who shred in all conditions and demand the very best from their gear. 💪",image,9:16,commute,img_armwarmers:Image|armwarmers:Noun|shred:Verb
ad_00062,2023-01,149.83,596.25,11697,79,1,the jacket you need to shred,Our jacket lets you shred better.,image,4:5,urban,img_jacket:Image|jacket:Noun|shred:Verb
ad_00063,2023-01,244.56,1669.06,10779,140,4,premium wardrobe built to descend,Built to descend. Premium wardrobe.,image,4:5,gravel,img_wardrobe:Image|wardrobe:Noun|your spring wardrobe:Phrase
ad_00064,2023-01,66.09,95.24,9602,48,1,conquer further in our jersey,Ride ready. Try our jersey today.,video,9:16,commute,vid_jersey:Video|race day ready:Phrase
ad_00065,2023-01,316.26,504.59,5595,30,0,the gloves you need to train,"Lightweight and breathable, this gloves keeps you comfortable from the first pedal stroke to the last. Designed for riders who train in all conditions and demand the very best from their gear.",image,1:1,mountain,img_gloves:Image|train:Verb|your spring wardrobe:Phrase
ad_00066,2023-01,169.29,1511.73,34283,301,7,premium tights built to conquer,Our 17 tights lets you conquer better. 💪,image,4:5,commute,img_tights:Image|tights:Noun|gear up for summer:Phrase
ad_00067,2023-01,81.28,582.56,10406,108,2,premium jacket built 19 to push,"Built for the long haul. Our premium jacket combines technical fabrics with a refined fit so 5 you can push harder and go further, no matter what the forecast brings this season.",image,4:5,casual,img_jacket:Image|jacket:Noun|push:Verb|new arrivals:Phrase
ad_00068,2023-01,130.1,255.96,14490,115,2,conquer further in our vest,Built to 17 conquer. Premium vest.,video,9:16,adventure,vid_vest:Video|vest:Noun|conquer:Verb
ad_00069,2023-01,311.33,2586.93,35579,233,3,11 premium socks built to conquer,Our 20 socks lets you conquer better. ⛰️,image,4:5,mountain,img_socks:Image|socks:Noun|conquer:Verb|trail tested:Phrase
ad_00070,2023-01,105.4,457.87,15208,136,3,tights for every explore,"Lightweight and breathable, this tights keeps you comfortable from the first pedal stroke to the last. Designed for riders who explore in all conditions and demand the very best from their gear.",image,4:5,adventure,img_tights:Image|gravel ready:Phrase
ad_00071,2023-01,213.72,249.96,21115,93,1,gear further in our cap,Ride ready. Try our cap today.,video,1:1,sale,vid_cap:Video|gear:Verb
ad_00072,2023-01,283.04,713.36,8024,60,1,jacket for every cruise,Ride 10 ready. Try our jacket today. ❄️,video,1:1,casual,vid_jacket:Video|jacket:Noun|cruise:Verb
ad_00073,2023-01,169.52,424.26,32850,254,4,climb further in our jacket,"Lightweight and breathable, this jacket keeps you comfortable from the first pedal stroke to the last. Designed for riders who climb in all conditions and demand the very best from their gear. 🔥",video,4:5,adventure,vid_jacket:Video|jacket:Noun|climb:Verb
ad_00074,2023-01,99.44,174.31,15363,96,1,premium tights built to explore,Ride ready. Try our tights today. 🌧️,video,1:1,accessories,vid_tights:Video
ad_00075,2023-01,160.77,587.09,9812,85,1,the gloves 11 you need to race,"Built for the long haul. Our premium gloves combines technical fabrics with a refined fit so you can race harder and go further, no matter what the forecast brings this season.",image,1:1,gravel,img_gloves:Image|gloves:Noun|race:Verb
ad_00076,2023-01,71.71,348.24,9809,106,2,new jacket collection,Ride ready. Try our jacket today.,image,4:5,gravel,img_jacket:Image
ad_00077,2023-01,124.6,587.48,38007,284,6,wardrobe for every ride,Ride ready. Try our wardrobe today. ❄️,image,1:1,road,img_wardrobe:Image|wardrobe:Noun|lightweight layers:Phrase
ad_00078,2023-01,85.97,144.25,12179,76,1,premium baselayer built to descend,Built to descend. Premium baselayer.,video,1:1,adult,vid_baselayer:Video|new arrivals:Phrase
ad_00079,2023-01,162.42,509.79,9919,64,1,the cap you need to pedal,19 pedal further in our new cap.,video,4:5,road,vid_cap:Video|pedal:Verb|race day ready:Phrase
ad_00080,2023-01,78.0,107.99,13148,73,1,kit for every shred,Ride ready. Try our kit today.,video,1:1,urban,vid_kit:Video|kit:Noun
ad_00081,2023-01,175.63,827.74,16701,128,2,new jersey collection,Our 17 jersey lets you sprint better.,image,4:5,urban,img_jersey:Image|jersey:Noun|sprint:Verb
ad_00082,2023-01,329.65,1187.49,17614,164,4,premium jacket built 17 to push,push further in our new jacket.,image,9:16,adventure,img_jacket:Image|jacket:Noun|push:Verb
ad_00083,2023-01,342.31,744.98,20388,154,2,premium shell built to ride,Ride ready. Try our shell today.,image,1:1,accessories,img_shell:Image|shell:Noun|ride:Verb|cold weather essentials:Phrase
ad_00084,2023-01,79.13,108.33,18360,129,2,the baselayer you need to descend,"Built for the long haul. Our premium baselayer combines technical fabrics with a refined fit so you can descend harder and go further, no matter what the forecast brings this season. ❄️",video,9:16,urban,vid_baselayer:Video|baselayer:Noun|lightweight layers:Phrase
ad_00085,2023-01,112.02,692.19,22564,207,4,22 vest for every climb,Built to climb. Premium vest. ❄️,video,4:5,gravel,vid_vest:Video|vest:Noun|gravel ready:Phrase
ad_00086,2023-01,278.66,883.24,14245,121,2,the 16 socks you need to cruise,cruise further in our new socks. 🌧️,image,9:16,road,img_socks:Image|socks:Noun|cruise:Verb
ad_00087,2023-01,254.87,1803.08,46010,357,6,premium vest built 2 to explore,Our vest lets you explore better.,image,4:5,commute,img_vest:Image|vest:Noun|new arrivals:Phrase
ad_00088,2023-01,115.49,321.2,12789,85,1,conquer further in our armwarmers,Ride ready. Try our armwarmers today.,image,1:1,urban,img_armwarmers:Image|armwarmers:Noun
ad_00089,2023-01,124.77,376.86,32104,243,5,the vest you need to conquer,conquer further in our new vest. ☀️,image,1:1,urban,img_vest:Image|vest:Noun|conquer:Verb|new arrivals:Phrase
ad_00090,2023-01,175.51,215.75,12101,87,1,the vest you need to layer,"Lightweight and breathable, this vest keeps you comfortable from the first pedal stroke to the last. Designed for riders who layer in all conditions and demand the very best from their gear.",video,1:1,gravel,vid_vest:Video
ad_00091,2023-01,55.61,203.58,7996,49,1,the cap you need to descend,descend further 14 in our new cap.,image,1:1,urban,img_cap:Image|cap:Noun
ad_00092,2023-01,228.95,822.56,7094,46,1,descend further in our cap,descend further 20 in our new cap.,image,9:16,commute,img_cap:Image|cap:Noun|descend:Verb|ride in comfort:Phrase
ad_00093,2023-01,319.95,1684.64,19006,181,3,wardrobe for every ride,Our wardrobe lets you ride better.,image,4:5,casual,img_wardrobe:Image|wardrobe:Noun
ad_00094,2023-01,132.27,179.89,29188,148,2,new kit collection,Our kit lets you descend better. 🚴,video,1:1,adult,vid_kit:Video
ad_00095,2023-01,71.29,503.16,9182,93,2,new shorts collection,layer further in our new shorts.,image,4:5,adventure,img_shorts:Image|shorts:Noun
ad_00096,2023-01,389.9,542.17,10528,42,0,new jacket collection,"Lightweight and breathable, this jacket keeps you comfortable from the first pedal stroke to the last. Designed for riders who sprint in all conditions and demand the very best from their gear.",video,4:5,mountain,vid_jacket:Video|jacket:Noun
ad_00097,2023-01,190.56,362.97,19803,160,2,the kit you need 7 to conquer,"Built for the long haul. Our premium kit combines technical fabrics with a refined fit so you can conquer harder and go further, no matter what the forecast brings this season.",video,1:1,casual,vid_kit:Video|kit:Noun|conquer:Verb|lightweight layers:Phrase
ad_00098,2023-01,255.62,1212.96,16305,91,1,the wardrobe you 23 need to explore,Our wardrobe lets you explore better.,image,4:5,sale,img_wardrobe:Image|wardrobe:Noun|explore:Verb
ad_00099,2023-01,75.61,221.23,12182,88,1,the shell you need to shred,Built to shred. 2 Premium shell.,image,9:16,casual,img_shell:Image|shell:Noun|shred:Verb
ad_00100,2023-01,75.78,108.12,8612,73,1,premium jacket built to layer,"Engineered for performance on every terrain. Our jacket is designed to help you layer with total confidence, whether you are on a mountain pass or a city commute through changing weather.",video,1:1,gravel,vid_jacket:Video
ad_00101,2023-01,214.17,356.33,19055,108,2,socks for every climb,"Engineered for performance on every terrain. Our socks is designed to help you climb with total confidence, whether you are on a mountain pass or a city commute through changing weather.",video,4:5,road,vid_socks:Video|socks:Noun|climb:Verb|ride in comfort:Phrase
ad_00102,2023-01,309.47,1665.99,22629,213,6,premium armwarmers built to descend,"Engineered for performance on every terrain. Our armwarmers is designed to help you descend with total confidence, whether you are on a mountain pass or a city commute through changing weather. ☀️",image,4:5,adventure,img_armwarmers:Image|armwarmers:Noun
ad_00103,2023-01,84.84,134.86,20877,130,2,sprint further in our tights,"Engineered for performance on every terrain. Our tights is designed to help you sprint with total confidence, whether you are on a mountain pass or a city commute through changing weather. 🌧️",image,9:16,accessories,img_tights:Image|tights:Noun
ad_00104,2023-01,157.16,241.04,16544,106,1,premium shell built to descend,Ride ready. Try our shell today.,video,1:1,adult,vid_shell:Video|shell:Noun|ride in comfort:Phrase
ad_00105,2023-01,64.46,198.26,9630,43,1,new jersey collection,Built to explore. Premium jersey.,image,4:5,mountain,img_jersey:Image|jersey:Noun
ad_00106,2023-01,109.66,677.52,19107,167,3,7 new jersey collection,Our jersey lets you cruise better.,image,4:5,commute,img_jersey:Image
ad_00107,2023-01,143.18,617.74,18406,129,2,wardrobe for every descend,Our wardrobe lets you descend better. 🌧️,image,4:5,road,img_wardrobe:Image|wardrobe:Noun|descend:Verb
ad_00108,2023-01,223.99,602.71,8467,54,1,vest for every climb,climb further in our new vest. 🚴,image,1:1,accessories,img_vest:Image|climb:Verb|trail tested:Phrase
ad_00109,2023-01,47.22,97.87,14036,87,1,shred further in our vest,Our vest lets 14 you shred better.,video,9:16,gravel,vid_vest:Video|vest:Noun
ad_00110,2023-01,368.91,1243.49,19609,181,4,premium 15 vest built to race,"Lightweight and breathable, this vest keeps you comfortable from the first 20 pedal stroke to the last. Designed for riders who race in all conditions and demand the very best from their gear.",video,4:5,casual,vid_vest:Video|vest:Noun|race:Verb|your spring wardrobe:Phrase
ad_00111,2023-01,150.81,308.4,15700,113,2,pedal further in our jacket,pedal further in our new jacket.,image,9:16,adult,img_jacket:Image|lightweight layers:Phrase
ad_00112,2023-01,363.2,1876.87,6126,61,2,the vest you need to climb,Built to climb. Premium vest.,image,4:5,adventure,img_vest:Image|climb:Verb|adventure awaits:Phrase
ad_00113,2023-01,254.05,808.82,11853,96,2,descend further in our kit,Ride ready. Try our kit today.,image,1:1,casual,img_kit:Image|kit:Noun|all day comfort:Phrase
ad_00114,2023-01,278.58,2030.51,11465,103,2,the shorts you need 17 to ride,Ride ready. Try 24 our shorts today.,image,4:5,accessories,img_shorts:Image|shorts:Noun
ad_00115,2023-01,561.43,2131.86,21594,206,4,new 29 jersey collection,Our jersey lets you cruise better. ☀️,image,9:16,accessories,img_jersey:Image|jersey:Noun|cruise:Verb|ride in comfort:Phrase
ad_00116,2023-01,104.52,271.69,59857,353,6,the vest you need to race,Built to race. Premium vest. 🏔️,image,1:1,sale,img_vest:Image|vest:Noun|trail tested:Phrase
ad_00117,2023-01,181.2,269.03,17457,95,1,21 new socks collection,"Engineered for performance on every terrain. Our socks is designed to help you layer with total confidence, whether you are on a mountain 29 pass or a city commute through changing weather.",video,9:16,accessories,vid_socks:Video
ad_00118,2023-01,92.19,175.91,8969,54,1,wardrobe for every explore,explore further in our new wardrobe.,image,9:16,accessories,img_wardrobe:Image|explore:Verb
ad_00119,2023-01,157.12,524.19,15067,109,2,new shorts collection,"Lightweight and breathable, this shorts keeps you comfortable from the first pedal stroke to the last. Designed for riders who race in all conditions and demand the very best from their gear.",image,4:5,urban,img_shorts:Image|shorts:Noun|race:Verb|lightweight layers:Phrase
ad_00120,2023-01,257.33,1015.59,16413,125,3,new jacket collection,Ride ready. Try our jacket today.,image,4:5,casual,img_jacket:Image|jacket:Noun|race:Verb
ad_00121,2023-01,328.56,788.33,23833,137,1,new vest collection,Ride ready. Try our vest today.,image,4:5,mountain,img_vest:Image|vest:Noun|gear:Verb
ad_00122,2023-01,132.82,521.11,30381,230,6,new socks collection,Ride ready. Try our socks today.,image,1:1,gravel,img_socks:Image|socks:Noun|gravel ready:Phrase
ad_00123,2023-01,81.08,286.52,32730,179,3,new wardrobe collection,10 Our wardrobe lets you pedal better. ❄️,video,4:5,urban,vid_wardrobe:Video|wardrobe:Noun|pedal:Verb
ad_00124,2023-01,174.57,646.77,21357,138,2,premium kit 11 built to sprint,sprint further in our new kit.,video,4:5,commute,vid_kit:Video|kit:Noun|built to last:Phrase
ad_00125,2023-01,100.18,197.73,16320,126,2,the jacket you need to ride,"Built for the long haul. Our premium jacket combines technical fabrics with a refined fit so you can ride harder and go further, no matter what the forecast brings this season.",video,4:5,gravel,vid_jacket:Video|jacket:Noun|ride in comfort:Phrase
ad_00126,2023-01,118.11,273.74,34277,263,3,premium cap built to shred,Ride ready. Try our cap today.,image,9:16,commute,img_cap:Image|cap:Noun|shred:Verb|gravel ready:Phrase
ad_00127,2023-01,249.97,679.58,13722,145,2,new shorts collection,Ride 28 ready. Try our shorts today.,video,1:1,adventure,vid_shorts:Video|shorts:Noun|gear:Verb
ad_00128,2023-01,223.56,696.28,16777,103,2,the jersey you need to gear,"Built for the long haul. Our premium jersey combines technical fabrics with a refined fit so you can gear harder and go further, no matter what the forecast brings this season.",image,4:5,accessories,img_jersey:Image|jersey:Noun|gear:Verb|lightweight layers:Phrase
ad_00129,2023-01,275.57,723.84,14455,93,1,train further in our vest,Ride 15 ready. Try our vest today.,video,4:5,road,vid_vest:Video|vest:Noun|train:Verb
ad_00130,2023-01,136.45,734.97,5624,42,1,premium socks built to descend,descend further in 13 our new socks.,image,4:5,urban,img_socks:Image|descend:Verb
ad_00131,2023-01,306.04,627.51,30835,206,2,baselayer for every pedal,Built to pedal. 9 Premium baselayer.,video,1:1,accessories,vid_baselayer:Video|baselayer:Noun|pedal:Verb
ad_00132,2023-01,168.5,504.87,22886,191,4,the armwarmers you 5 need to cruise,"Engineered for performance on every terrain. Our armwarmers is designed to help you cruise with total confidence, whether you are on a mountain pass or a city commute through changing weather.",image,9:16,adventure,img_armwarmers:Image
ad_00133,2023-03,140.87,255.15,4992,33,0,the shorts you need 23 to explore,Ride ready. Try our shorts today.,video,9:16,urban,vid_shorts:Video
ad_00134,2023-03,86.4,383.02,26941,208,3,the jersey you need to layer,"Lightweight and breathable, this jersey keeps you comfortable from the first pedal stroke to the last. Designed for riders who layer in all conditions and demand the very best from their gear. ❄️",image,4:5,casual,img_jersey:Image|layer:Verb
ad_00135,2023-03,47.67,169.13,14028,120,2,baselayer 26 for every sprint,sprint further in our new baselayer.,video,1:1,adult,vid_baselayer:Video|race day ready:Phrase
ad_00136,2023-03,65.36,242.27,26764,221,4,gloves for every sprint,Built to sprint. Premium gloves.,image,1:1,adult,img_gloves:Image|gloves:Noun
ad_00137,2023-03,190.11,578.47,16957,139,2,sprint 15 further in our kit,Our kit lets you 26 sprint better.,video,9:16,casual,vid_kit:Video|kit:Noun
ad_00138,2023-03,96.91,301.64,8282,59,1,kit for every gear,Our kit lets you gear better.,image,1:1,mountain,img_kit:Image|kit:Noun|your spring wardrobe:Phrase
ad_00139,2023-03,62.25,257.54,16543,114,2,new vest collection,Ride ready. Try our vest today.,image,4:5,commute,img_vest:Image|vest:Noun|cruise:Verb|built to last:Phrase
ad_00140,2023-03,129.89,715.35,10418,100,2,jacket for every cruise,Built to cruise. Premium jacket.,image,4:5,accessories,img_jacket:Image|jacket:Noun
ad_00141,2023-03,197.59,380.74,8858,44,0,jacket for every pedal,Our jacket lets you pedal better.,video,4:5,mountain,vid_jacket:Video|jacket:Noun|all day comfort:Phrase
ad_00142,2023-03,214.3,375.62,25186,126,1,new socks collection,Built to ride. Premium socks.,image,9:16,commute,img_socks:Image|socks:Noun|ride:Verb
ad_00143,2023-03,164.19,469.33,19857,190,5,push further 5 in our armwarmers,"Engineered for performance on every terrain. Our armwarmers is designed to help you push with total confidence, whether you are on a mountain pass or a city commute through changing weather. ⛰️",video,9:16,adventure,vid_armwarmers:Video|armwarmers:Noun
ad_00144,2023-03,161.06,445.99,34521,291,4,the shell you need to sprint,Ride ready. Try our shell today. 🚴,video,4:5,adult,vid_shell:Video|shell:Noun|sprint:Verb
ad_00145,2023-03,120.94,232.52,13404,73,1,cruise further in our jacket,cruise further in our new jacket.,video,1:1,commute,vid_jacket:Video|cruise:Verb|gear up for summer:Phrase
ad_00146,2023-03,244.36,1552.97,10088,218,8,the gloves you need to push,"Built for the long haul. Our premium gloves combines technical fabrics with a refined fit so you can push harder and go further, no matter what the forecast brings this season.",image,4:5,adventure,img_gloves:Image|gloves:Noun|push:Verb|gear up for summer:Phrase
ad_00147,2023-03,150.24,362.31,22470,149,2,the wardrobe you need to sprint,Our wardrobe lets you sprint better.,image,9:16,urban,img_wardrobe:Image|wardrobe:Noun
ad_00148,2023-03,159.58,716.18,10761,109,2,the 5 shell you need to pedal,Our shell lets you pedal better.,video,4:5,accessories,vid_shell:Video|shell:Noun
