ad_id,date,spend,revenue,impressions,clicks,purchases,headline,body,media_type,aspect_ratio,category,labels
ad_00012,2023-01,107.15,273.98,24852,232,4,descend 19 further in our gloves,"Built for the long haul. Our premium gloves combines technical fabrics with a refined fit so you can descend harder and go further, no matter what the forecast brings this season.",video,9:16,adventure,vid_gloves:Video|gloves:Noun
ad_00013,2023-01,185.18,467.96,9460,72,1,premium baselayer built to push,push further in our 19 new baselayer.,image,1:1,gravel,img_baselayer:Image|baselayer:Noun
ad_00014,2023-01,173.42,345.23,11484,61,1,new gloves collection,Built 29 to sprint. Premium gloves.,image,1:1,adult,img_gloves:Image|sprint:Verb
ad_00015,2023-01,95.99,200.6,9520,60,1,23 the gloves you need to gear,Built to gear. Premium gloves. 🌧️,video,1:1,casual,vid_gloves:Video|gear:Verb
ad_00016,2023-01,65.13,114.26,28407,168,2,15 wardrobe for every race,24 Our wardrobe lets you race better.,video,9:16,adult,vid_wardrobe:Video|wardrobe:Noun|race:Verb
ad_00017,2023-01,164.37,310.57,8806,53,1,cap for every layer,layer further in our new cap. ⛰️,image,4:5,commute,img_cap:Image|cap:Noun
ad_00018,2023-01,174.84,633.43,45015,325,6,shell for every cruise,Our shell lets you cruise better.,video,1:1,urban,vid_shell:Video|shell:Noun|race day ready:Phrase
ad_00019,2023-01,217.65,346.46,21929,146,2,conquer further in our shorts,Ride ready. Try our shorts today.,image,1:1,urban,img_shorts:Image|shorts:Noun
ad_00020,2023-01,173.32,363.36,13083,71,1,new 29 armwarmers collection,Built to descend. Premium armwarmers.,video,1:1,road,vid_armwarmers:Video|armwarmers:Noun|descend:Verb|gravel ready:Phrase
ad_00021,2023-01,110.08,217.78,57576,358,4,pedal further in our shell,Ride ready. Try our shell today.,video,9:16,adult,vid_shell:Video|shell:Noun
ad_00022,2023-01,203.39,206.76,13542,63,1,kit for every shred,Ride ready. Try our kit today.,image,9:16,sale,img_kit:Image|cold weather essentials:Phrase
ad_00023,2023-01,70.72,156.01,20101,131,2,wardrobe for every race,race further in our new wardrobe. 🚴,image,4:5,commute,img_wardrobe:Image|wardrobe:Noun
ad_00024,2023-01,40.68,36.65,8424,32,0,jacket for every sprint,sprint further in our new jacket.,image,1:1,mountain,img_jacket:Image|sprint:Verb|new arrivals:Phrase
ad_00025,2023-01,228.6,386.55,14096,77,1,the tights you need to sprint,Ride ready. Try our 7 tights today.,image,9:16,commute,img_tights:Image|tights:Noun
ad_00026,2023-01,94.37,97.68,70794,280,3,the kit you need to train,train further in our new kit. ⛰️,image,9:16,accessories,img_kit:Image|kit:Noun|train:Verb
ad_00027,2023-01,86.67,126.77,13370,73,1,conquer 15 further in our shell,Built to conquer. Premium shell.,image,4:5,accessories,img_shell:Image|shell:Noun|ride in comfort:Phrase
ad_00028,2023-01,93.29,504.35,5819,42,1,16 gear further in our kit,Our kit lets 13 you gear better.,video,4:5,gravel,vid_kit:Video|built to last:Phrase
ad_00029,2023-01,255.33,414.15,12381,60,1,new kit collection,Our kit lets you layer better.,image,4:5,adult,img_kit:Image|kit:Noun
ad_00030,2023-01,354.97,351.76,29923,147,2,9 premium socks built to climb,Ride ready. Try our socks today. 💪,image,1:1,accessories,img_socks:Image|socks:Noun|climb:Verb|gravel ready:Phrase
ad_00031,2023-01,160.77,326.64,17207,89,1,socks 12 for every pedal,pedal further in our new socks.,video,4:5,mountain,vid_socks:Video|socks:Noun|pedal:Verb
ad_00032,2023-01,534.45,565.64,30490,139,1,new jacket collection,Ride ready. Try our jacket today.,image,9:16,road,img_jacket:Image
ad_00033,2023-01,227.85,903.86,30010,250,3,new armwarmers collection,Our 5 armwarmers lets you race better.,video,9:16,adult,vid_armwarmers:Video|armwarmers:Noun|gear up for summer:Phrase
ad_00034,2023-01,97.25,114.05,12491,66,1,11 new vest collection,Our vest lets you push better. 🏔️,image,1:1,urban,img_vest:Image
ad_00035,2023-01,129.19,109.16,21368,93,1,premium kit built to ride,Built to ride. Premium kit.,image,9:16,road,img_kit:Image|kit:Noun|ride:Verb
ad_00036,2023-01,149.36,425.34,15185,124,2,socks for every cruise,cruise further in our new socks. ☀️,image,4:5,gravel,img_socks:Image|socks:Noun
ad_00037,2023-01,273.48,707.63,39053,281,4,the baselayer you need to ride,Built to ride. Premium baselayer.,image,4:5,gravel,img_baselayer:Image|baselayer:Noun|ride:Verb
ad_00038,2023-01,307.37,1240.56,21657,156,3,the baselayer you need to conquer,"Built for the long haul. Our premium baselayer combines technical fabrics with a refined fit so you can conquer harder and go further, no matter what the forecast brings this season.",video,4:5,sale,vid_baselayer:Video
ad_00039,2023-01,114.13,421.51,9505,78,1,premium jacket built to explore,Our jacket lets you explore better. 🚴,image,4:5,gravel,img_jacket:Image|explore:Verb|gear up for summer:Phrase
ad_00040,2023-01,534.45,2602.72,41204,306,6,the socks you need 20 to layer,"Engineered for performance on every terrain. Our socks is designed to help you layer with total confidence, whether you are on a mountain pass or a city commute through changing weather.",video,4:5,adult,vid_socks:Video|socks:Noun|all day comfort:Phrase
ad_00041,2023-01,106.98,158.9,20538,110,1,race further in our baselayer,Our baselayer lets you race better.,image,9:16,road,img_baselayer:Image|baselayer:Noun|all day comfort:Phrase
ad_00042,2023-01,205.85,878.21,13428,105,2,shred further in our socks,shred further in our new socks.,video,4:5,casual,vid_socks:Video|socks:Noun
ad_00043,2023-01,459.38,1288.35,11142,66,1,shell for every pedal,pedal further in our new shell. 🚴,image,4:5,urban,img_shell:Image|pedal:Verb|all day comfort:Phrase
ad_00044,2023-01,106.98,184.72,16135,94,1,kit for every gear,Ride ready. Try our kit today.,image,1:1,urban,img_kit:Image|trail tested:Phrase
ad_00045,2023-01,241.06,232.85,20398,91,1,premium bibs built 24 to ride,"Lightweight and breathable, this bibs keeps you comfortable from the first pedal stroke to the last. Designed for riders who ride in all conditions and demand the very best from their gear.",image,9:16,commute,img_bibs:Image|bibs:Noun|ride:Verb
ad_00046,2023-01,53.33,106.84,27477,128,1,new vest collection,descend further in our new vest.,video,1:1,mountain,vid_vest:Video|vest:Noun|descend:Verb|adventure awaits:Phrase
ad_00047,2023-01,168.58,400.2,18120,116,1,new cap collection,cruise further in our new cap.,image,4:5,adult,img_cap:Image|cap:Noun|ride in comfort:Phrase
ad_00048,2023-01,162.48,744.17,8087,46,1,shred further in our cap,"Lightweight and breathable, this cap keeps you comfortable from the first pedal stroke to the last. Designed for riders who shred in all conditions and demand the very best from their gear.",video,4:5,sale,vid_cap:Video|cap:Noun|shred:Verb
ad_00049,2023-01,382.76,1636.4,21696,195,4,the wardrobe you need to cruise,"Lightweight and breathable, this wardrobe keeps you comfortable from the first pedal stroke to the last. Designed for riders who cruise in all conditions and demand the very best from their gear. ☀️",image,4:5,gravel,img_wardrobe:Image|wardrobe:Noun|cruise:Verb
ad_00050,2023-01,140.35,121.28,24789,101,1,premium shell built to layer,Our shell lets you layer better.,image,9:16,accessories,img_shell:Image|shell:Noun|layer:Verb
ad_00051,2023-01,97.65,363.2,15261,125,3,bibs for every conquer,Ride ready. Try our bibs today. 🌧️,image,4:5,gravel,img_bibs:Image
ad_00052,2023-01,74.55,109.26,37185,239,3,explore further in our shell,explore further in our new shell.,image,1:1,casual,img_shell:Image|explore:Verb
ad_00053,2023-01,87.72,124.35,11800,66,1,premium armwarmers 15 built to conquer,Our armwarmers lets you conquer better.,image,9:16,adventure,img_armwarmers:Image|armwarmers:Noun|cold weather essentials:Phrase
ad_00054,2023-01,68.92,173.37,15058,93,1,premium socks built to race,Built to race. Premium socks. ❄️,video,1:1,adult,vid_socks:Video|socks:Noun|race:Verb
ad_00055,2023-01,91.62,130.96,11884,64,1,premium tights built to explore,Ride ready. Try our tights today. ☀️,image,1:1,road,img_tights:Image|explore:Verb
ad_00056,2023-01,130.16,148.75,11999,64,1,the 15 gloves you need to race,"Built for the long haul. Our premium gloves combines technical fabrics with a refined fit so you can race harder and go further, no matter what the forecast brings this season. ❄️",image,9:16,road,img_gloves:Image|gloves:Noun
ad_00057,2023-01,42.44,54.28,30891,163,2,10 armwarmers for every train,Our armwarmers lets you 10 train better.,image,1:1,road,img_armwarmers:Image
ad_00058,2023-03,76.07,195.72,23169,180,3,premium wardrobe built to conquer,"Built for the long haul. Our premium wardrobe combines technical fabrics with a refined fit so you can conquer harder and go further, no matter what the forecast brings this season.",image,1:1,casual,img_wardrobe:Image|trail tested:Phrase
ad_00059,2023-03,229.6,748.08,52259,352,6,shorts 10 for every climb,"Engineered for performance on every terrain. Our shorts is designed to help you climb with total confidence, whether you are on a mountain pass or a city commute through changing weather.",image,4:5,urban,img_shorts:Image|shorts:Noun|climb:Verb|your spring wardrobe:Phrase
ad_00060,2023-03,110.38,458.83,15805,140,2,new gloves collection,"Lightweight and breathable, this gloves keeps you comfortable from the first pedal stroke to the last. Designed for riders who cruise in all conditions and demand the very best from their gear. 💪",image,4:5,urban,img_gloves:Image|gloves:Noun|new arrivals:Phrase
ad_00061,2023-03,476.77,4287.25,9967,170,6,kit for every sprint,"Lightweight and breathable, this kit keeps you comfortable from the first pedal stroke to the last. Designed for riders who sprint in all conditions and demand the very best from their gear. 🏔️",video,1:1,adventure,vid_kit:Video
ad_00062,2023-03,65.17,134.95,8886,93,2,tights for every layer,Built to layer. Premium tights.,image,1:1,adventure,img_tights:Image|layer:Verb
ad_00063,2023-03,167.44,359.67,11940,73,1,premium vest built to cruise,"Lightweight and breathable, this vest keeps you comfortable from the first pedal stroke to the last. Designed for riders who cruise in all conditions and demand the very best from their gear.",image,9:16,accessories,img_vest:Image|cruise:Verb
ad_00064,2023-03,136.84,138.95,9488,44,0,cap for every pedal,Built to pedal. Premium cap.,image,9:16,commute,img_cap:Image
ad_00065,2023-03,176.23,227.42,12178,71,1,layer further 13 in our jacket,Built to layer. Premium jacket. 💪,image,1:1,gravel,img_jacket:Image|layer:Verb
ad_00066,2023-03,121.11,128.27,13198,73,1,sprint further in our baselayer,sprint further in our new baselayer.,image,9:16,commute,img_baselayer:Image|sprint:Verb|race day ready:Phrase
ad_00067,2023-03,75.18,409.49,20501,220,4,armwarmers for every gear,Ride ready. Try 29 our armwarmers today. 🌧️,video,1:1,gravel,vid_armwarmers:Video|gear:Verb
ad_00068,2023-03,120.49,273.31,19423,152,2,new kit collection,Our kit lets you gear better. ⛰️,image,1:1,road,img_kit:Image|kit:Noun|gear:Verb
ad_00069,2023-03,141.14,484.41,14827,142,3,layer further in our wardrobe,Our wardrobe lets you layer better.,video,1:1,adult,vid_wardrobe:Video|wardrobe:Noun
ad_00070,2023-03,123.15,357.49,34748,281,4,premium socks built to race,"Engineered for performance on every terrain. Our socks is designed to help you race with total confidence, whether you are on a mountain pass or a city commute through changing weather.",image,1:1,gravel,img_socks:Image|socks:Noun|race:Verb|cold weather essentials:Phrase
ad_00071,2023-03,110.82,135.16,27879,148,2,the 7 vest you need to layer,Built to layer. Premium vest.,image,1:1,urban,img_vest:Image|vest:Noun|layer:Verb|ride in comfort:Phrase
ad_00072,2023-03,148.76,1070.15,9255,96,3,kit for every climb,"Built for the long haul. Our premium kit combines technical fabrics with a refined fit so you can climb harder and go further, no matter what the forecast brings this season.",video,4:5,accessories,vid_kit:Video|kit:Noun|climb:Verb
ad_00073,2023-03,217.62,1281.35,17495,154,3,the baselayer you need to push,Ride ready. Try our baselayer today. ☀️,video,4:5,adult,vid_baselayer:Video|baselayer:Noun
ad_00074,2023-03,84.21,100.78,24128,117,1,new 12 shell collection,Ride ready. Try our shell today.,image,4:5,urban,img_shell:Image|conquer:Verb
ad_00075,2023-03,177.29,1089.88,22276,312,10,jersey for every push,"Built for the long haul. Our premium jersey combines technical fabrics with a refined fit so you can push harder and go further, no matter what the forecast brings this season.",image,4:5,adventure,img_jersey:Image|jersey:Noun
ad_00076,2023-03,312.6,1937.86,11889,155,5,socks 15 for every sprint,"Engineered for performance on every terrain. Our 10 socks is designed to help you sprint with total confidence, whether you are on a mountain pass or a city commute through changing weather.",video,9:16,adventure,vid_socks:Video|socks:Noun|sprint:Verb
ad_00077,2023-03,119.17,704.0,11578,123,3,new wardrobe collection,Ride ready. Try 24 our wardrobe today.,image,4:5,adventure,img_wardrobe:Image|ride:Verb
ad_00078,2023-03,224.11,936.15,16410,161,3,premium socks built to cruise,cruise further in our new socks. 🔥,image,4:5,road,img_socks:Image|socks:Noun|new arrivals:Phrase
ad_00079,2023-03,131.63,621.05,17861,174,4,shell for every ride,Built to ride. Premium shell.,video,4:5,adult,vid_shell:Video|shell:Noun
ad_00080,2023-03,172.15,522.84,34570,293,5,premium wardrobe built to shred,shred further in our new wardrobe.,video,1:1,accessories,vid_wardrobe:Video|wardrobe:Noun|shred:Verb
ad_00081,2023-03,166.76,894.22,25367,287,7,new jersey collection,conquer further in our new jersey.,video,4:5,sale,vid_jersey:Video|jersey:Noun
ad_00082,2023-03,104.16,556.4,26613,310,9,the jacket you need to pedal,Ride ready. Try our jacket today. ⛰️,image,4:5,adventure,img_jacket:Image|jacket:Noun
ad_00083,2023-03,105.31,170.8,17095,117,1,armwarmers for every train,"Lightweight and breathable, this armwarmers keeps you comfortable from the first pedal stroke to the last. Designed for riders who train in all conditions and demand the very best from their gear.",image,9:16,casual,img_armwarmers:Image|armwarmers:Noun|train:Verb
ad_00084,2023-03,200.06,952.93,18687,337,12,new baselayer collection,descend further in our new baselayer.,video,9:16,adventure,vid_baselayer:Video|baselayer:Noun|descend:Verb|gear up for summer:Phrase
ad_00085,2023-03,455.22,1421.51,23936,164,3,premium 29 vest built to shred,Our vest lets 27 you shred better.,image,4:5,gravel,img_vest:Image|vest:Noun|cold weather essentials:Phrase
ad_00086,2023-03,296.33,454.25,15640,68,1,push 16 further in our jersey,Ride ready. 5 Try our jersey today.,image,4:5,mountain,img_jersey:Image
ad_00087,2023-03,121.85,246.61,23618,162,3,bibs for every conquer,conquer further in our new bibs.,image,1:1,sale,img_bibs:Image|bibs:Noun|built to last:Phrase
ad_00088,2023-03,86.7,457.86,25579,178,3,socks for every cruise,Our socks lets you cruise better. ❄️,video,4:5,commute,vid_socks:Video|socks:Noun
ad_00089,2023-03,219.43,2092.22,28236,342,9,premium vest built to push,Our 22 vest lets you push better.,video,4:5,adult,vid_vest:Video|built to last:Phrase
ad_00090,2023-03,315.1,1367.1,14213,116,2,gloves for every layer,Our gloves lets you layer better.,video,4:5,casual,vid_gloves:Video
ad_00091,2023-03,130.71,178.63,18079,109,1,train further 17 in our baselayer,Ride ready. Try 3 our baselayer today.,image,1:1,road,img_baselayer:Image|baselayer:Noun|train:Verb
ad_00092,2023-03,322.3,870.09,5300,31,1,4 premium wardrobe built to descend,Our wardrobe lets you descend better. 🚴,image,4:5,sale,img_wardrobe:Image|wardrobe:Noun
ad_00093,2023-03,185.96,386.97,16993,120,2,11 new socks collection,Built to layer. Premium socks. 🔥,image,4:5,sale,img_socks:Image|socks:Noun|layer:Verb
ad_00094,2023-03,207.97,453.0,17473,108,2,premium jacket 23 built to cruise,Our 28 jacket lets you cruise better.,image,1:1,sale,img_jacket:Image|race day ready:Phrase
ad_00095,2023-03,495.56,2238.72,13782,117,2,24 premium jacket built to train,train further in our 27 new jacket.,video,4:5,casual,vid_jacket:Video|jacket:Noun
ad_00096,2023-03,186.94,925.38,9910,103,3,premium gloves built to conquer,conquer further in our new gloves.,image,4:5,adventure,img_gloves:Image|gloves:Noun|conquer:Verb|all day comfort:Phrase
ad_00097,2023-03,76.58,272.9,15980,83,1,premium gloves built to layer,Ride ready. Try 28 our gloves today.,video,4:5,mountain,vid_gloves:Video|gloves:Noun|layer:Verb
ad_00098,2023-03,337.36,2174.87,7593,108,3,ride further in our armwarmers,"Built for the long haul. Our premium armwarmers combines technical fabrics with a refined fit so you can ride harder and go further, no matter what the 9 forecast brings this season.",image,9:16,adventure,img_armwarmers:Image|armwarmers:Noun|new arrivals:Phrase
ad_00099,2023-03,252.32,1100.8,13960,130,3,the gloves you need to gear,"Built for the long haul. Our premium gloves combines technical fabrics with a refined fit so you can gear harder and go further, no matter what the forecast brings this season.",video,9:16,road,vid_gloves:Video|race day ready:Phrase
ad_00100,2023-03,275.94,950.35,25704,264,7,22 new vest collection,"Built for the long haul. Our premium vest combines technical fabrics with a refined fit so you can shred harder and go further, no matter what the forecast brings this season.",image,4:5,adventure,img_vest:Image|vest:Noun
ad_00101,2023-03,228.06,476.98,6132,42,1,conquer further in our socks,conquer further in our new socks.,image,1:1,road,img_socks:Image|socks:Noun|gravel ready:Phrase
ad_00102,2023-03,177.13,372.13,13853,90,1,premium vest built to shred,Ride ready. Try our vest today. ❄️,image,1:1,sale,img_vest:Image|vest:Noun|shred:Verb
ad_00103,2023-03,70.44,155.69,24919,185,3,22 the jersey you need to ride,ride further in our 3 new jersey.,image,1:1,gravel,img_jersey:Image|ride in comfort:Phrase
ad_00104,2023-03,154.0,426.71,22961,183,3,kit for every pedal,Built to pedal. Premium kit.,image,4:5,casual,img_kit:Image
ad_00105,2023-03,173.9,1130.63,9027,100,3,premium bibs built to pedal,Our bibs lets you pedal better.,video,4:5,accessories,vid_bibs:Video|ride in comfort:Phrase
ad_00106,2023-03,411.86,2553.82,15702,169,4,premium shell built to conquer,4 Built to conquer. Premium shell. 🚴,video,1:1,sale,vid_shell:Video|shell:Noun
ad_00107,2023-03,298.49,1331.32,8889,84,1,new wardrobe collection,Ride ready. Try our wardrobe today. 💪,image,4:5,accessories,img_wardrobe:Image|wardrobe:Noun|gravel ready:Phrase
ad_00108,2023-03,309.31,951.45,19546,180,4,shorts for every pedal,pedal further in our new shorts.,image,4:5,accessories,img_shorts:Image|ride in comfort:Phrase
ad_00109,2023-03,219.25,663.4,14996,124,3,pedal further in our gloves,pedal further in our new gloves.,video,1:1,road,vid_gloves:Video|pedal:Verb
ad_00110,2023-03,462.96,525.93,12940,57,1,layer further in our socks,3 Built to layer. Premium socks.,image,1:1,mountain,img_socks:Image|layer:Verb
ad_00111,2023-03,154.31,193.18,32240,175,2,shred further 11 in our kit,Our kit lets you shred better.,image,4:5,urban,img_kit:Image|shred:Verb
ad_00112,2023-03,476.77,1203.22,15063,99,1,the jersey you need to explore,Ride ready. Try our jersey today.,image,4:5,adult,img_jersey:Image|jersey:Noun
ad_00113,2023-03,291.64,971.58,9191,110,3,socks for every conquer,conquer further in our new socks.,image,1:1,adventure,img_socks:Image|socks:Noun|conquer:Verb|race day ready:Phrase
ad_00114,2023-03,113.47,339.66,22288,186,3,sprint further in our socks,Built to sprint. Premium socks.,video,1:1,accessories,vid_socks:Video|socks:Noun|sprint:Verb
ad_00115,2023-03,84.42,162.64,21466,143,2,ride 11 further in our baselayer,Ride ready. Try our baselayer today.,image,4:5,gravel,img_baselayer:Image|ride:Verb|new arrivals:Phrase
ad_00116,2023-03,116.3,204.7,20078,145,2,sprint further in our cap,Ride ready. Try our cap today.,image,1:1,gravel,img_cap:Image|cap:Noun|sprint:Verb
ad_00117,2023-03,193.42,683.03,15586,196,6,3 kit for every pedal,Built to pedal. Premium kit. ❄️,image,1:1,adventure,img_kit:Image|kit:Noun|your spring wardrobe:Phrase
ad_00118,2023-03,118.67,1188.21,19390,331,11,new bibs collection,ride further in our new bibs.,video,4:5,adventure,vid_bibs:Video|bibs:Noun|gravel ready:Phrase
ad_00119,2023-03,146.81,546.02,7372,61,1,the jacket you need to ride,Our 17 jacket lets you ride better.,image,4:5,accessories,img_jacket:Image|jacket:Noun
ad_00120,2023-03,239.98,264.76,10259,44,0,premium tights 7 built to sprint,Our tights lets you sprint better.,image,4:5,mountain,img_tights:Image|tights:Noun
ad_00121,2023-03,108.98,303.39,8378,77,1,7 armwarmers for every race,"Built for the long haul. Our premium armwarmers combines technical fabrics with a refined fit so you can race harder and go further, no matter what the forecast brings this season. ❄️",image,4:5,accessories,img_armwarmers:Image|armwarmers:Noun
ad_00122,2023-03,334.12,1533.82,11275,94,2,new wardrobe collection,"Engineered for performance on every terrain. Our wardrobe is designed to help you climb with total confidence, whether you are on a mountain pass or a city commute through changing weather. ☀️",video,9:16,casual,vid_wardrobe:Video|wardrobe:Noun|climb:Verb|adventure awaits:Phrase
ad_00123,2023-03,117.71,158.33,20215,133,2,the jacket you need to train,Ride ready. Try our jacket today.,image,9:16,casual,img_jacket:Image|jacket:Noun|train:Verb|race day ready:Phrase
ad_00124,2023-03,60.07,128.57,15719,119,2,vest 19 for every pedal,"Lightweight and breathable, this vest keeps you comfortable from the first pedal stroke to the last. Designed for riders who 5 pedal in all conditions and demand the very best from their gear.",image,1:1,accessories,img_vest:Image|vest:Noun|pedal:Verb
ad_00125,2023-03,90.1,83.83,12737,52,0,kit for every descend,Built to descend. Premium kit.,image,1:1,mountain,img_kit:Image|kit:Noun|descend:Verb
ad_00126,2023-03,311.41,1226.43,27661,224,4,race further in our wardrobe,7 Our wardrobe lets you race better. ⛰️,image,1:1,casual,img_wardrobe:Image|wardrobe:Noun|ride in comfort:Phrase
ad_00127,2023-03,322.55,523.6,15699,75,1,shred further in our wardrobe,Our 17 wardrobe lets you shred better.,image,1:1,commute,img_wardrobe:Image|shred:Verb
ad_00128,2023-03,223.14,854.14,9211,81,1,new armwarmers collection,Our armwarmers lets you race better.,video,1:1,adult,vid_armwarmers:Video|armwarmers:Noun
ad_00129,2023-03,73.33,286.22,14727,105,2,the gloves you need to gear,gear further in our new gloves.,video,1:1,road,vid_gloves:Video|gear:Verb|race day ready:Phrase
ad_00130,2023-03,87.06,181.99,18052,118,2,armwarmers for every train,train further in our new armwarmers.,image,4:5,urban,img_armwarmers:Image|armwarmers:Noun
ad_00131,2023-03,186.94,256.17,17350,118,1,new vest collection,pedal further in our new vest. 💪,image,9:16,casual,img_vest:Image
ad_00132,2023-03,243.98,484.05,17742,110,1,baselayer for every shred,shred further in our new baselayer.,image,4:5,commute,img_baselayer:Image|baselayer:Noun
ad_00133,2023-03,59.81,89.18,19632,97,1,premium 25 socks built to shred,Ride ready. Try our socks today.,video,9:16,urban,vid_socks:Video|socks:Noun|shred:Verb
ad_00134,2023-03,65.87,60.5,17930,83,1,premium baselayer built to pedal,Our baselayer lets you pedal better.,image,9:16,mountain,img_baselayer:Image|pedal:Verb|built to last:Phrase
ad_00135,2023-03,85.41,505.86,13578,202,6,premium gloves built to train,Our gloves lets you train better. 🔥,video,1:1,accessories,vid_gloves:Video|gloves:Noun|your spring wardrobe:Phrase
ad_00136,2023-03,296.3,569.54,15306,101,1,bibs for 26 every cruise,Ride 13 ready. Try our bibs today.,image,9:16,gravel,img_bibs:Image|bibs:Noun|new arrivals:Phrase
ad_00137,2023-03,221.01,357.08,11044,64,1,new baselayer collection,"Built for the long haul. Our premium baselayer combines technical fabrics with a refined fit so you can ride harder and go further, no matter what the forecast brings this season. ⛰️",image,9:16,commute,img_baselayer:Image|baselayer:Noun
ad_00138,2023-03,306.63,614.29,34023,261,5,the shorts you need to explore,Our shorts lets you explore better.,image,1:1,road,img_shorts:Image|shorts:Noun|cold weather essentials:Phrase
ad_00139,2023-03,154.6,586.14,17028,164,3,premium baselayer built to shred,Ride ready. Try 25 our baselayer today.,image,4:5,sale,img_baselayer:Image|baselayer:Noun
ad_00140,2023-03,212.42,743.13,14771,125,2,new jersey collection,ride 27 further in our new jersey.,image,1:1,sale,img_jersey:Image|all day comfort:Phrase
ad_00141,2023-03,99.62,239.92,28952,149,2,premium cap built to explore,"Engineered for performance on every terrain. Our cap is designed to help you explore with total confidence, whether you are on a mountain pass or a city commute through changing weather.",image,4:5,mountain,img_cap:Image|cap:Noun|explore:Verb|adventure awaits:Phrase
ad_00142,2023-03,98.9,136.92,4572,30,0,5 climb further in our vest,Built to climb. Premium vest.,image,4:5,road,img_vest:Image|vest:Noun|climb:Verb
ad_00143,2023-03,120.78,395.14,31056,184,3,jacket for every ride,Ride ready. Try our jacket today.,video,4:5,mountain,vid_jacket:Video|jacket:Noun|ride:Verb|trail tested:Phrase
ad_00144,2023-03,139.78,1076.62,14188,159,4,new tights collection,"Built for the long haul. Our premium tights combines technical fabrics with a refined fit so you can cruise harder and go further, 7 no matter what the forecast brings this season.",video,1:1,accessories,vid_tights:Video|tights:Noun|cruise:Verb|adventure awaits:Phrase
ad_00145,2023-03,630.49,1944.06,10971,89,2,19 new shell collection,Ride ready. Try our shell today. ❄️,video,1:1,sale,vid_shell:Video|layer:Verb
ad_00146,2023-03,242.35,340.51,7646,34,0,premium 13 kit built to race,race further in our new kit.,image,4:5,urban,img_kit:Image|kit:Noun|race:Verb
ad_00147,2023-03,86.48,82.24,4071,19,0,the jersey 27 you need to descend,Built to descend. Premium jersey.,image,9:16,adult,img_jersey:Image|jersey:Noun|descend:Verb|adventure awaits:Phrase
ad_00148,2023-03,121.09,170.96,6277,47,1,premium tights built to descend,Built to descend. Premium tights.,image,9:16,sale,img_tights:Image|tights:Noun|descend:Verb|gravel ready:Phrase
ad_00149,2023-03,147.68,382.87,46116,291,4,race further in 19 our vest,race further 18 in our new vest.,image,4:5,casual,img_vest:Image|vest:Noun
ad_00150,2023-03,327.26,869.65,11743,79,1,23 shorts for every shred,Our shorts lets you shred better.,video,1:1,adult,vid_shorts:Video|cold weather essentials:Phrase
ad_00151,2023-03,112.45,457.88,8872,87,2,the cap you need to shred,Ride ready. Try our cap today.,video,4:5,adult,vid_cap:Video|shred:Verb
ad_00152,2023-03,161.68,199.99,8663,50,1,premium jersey built to ride,Built to ride. Premium jersey.,image,9:16,urban,img_jersey:Image|jersey:Noun|ride:Verb|all day comfort:Phrase
ad_00153,2023-03,89.38,130.8,9370,39,0,shell 4 for every train,"Engineered for performance on every terrain. Our shell is designed to help you train with total confidence, whether you are on 6 a mountain pass or a city commute through changing weather.",image,9:16,commute,img_shell:Image|shell:Noun|train:Verb
